ticker,company_name,fiscal_year,period,year_status,metric,line_item_std,currency,official_ifrs_value,smartlab_value,selected_value,source_status,conflict_flag,needs_manual_review,selected_reason,official_fact_role,source_url,quality_score
PHOR,PhosAgro,2025,2025,newer_than_target,operating_cash_flow,operating_cash_flow,RUB,93114000000.0,nan,93114000000.0,Official IFRS,False,False,,best_value,https://cdn.phosagro.com/upload/iblock/92d/j3831nr7hhuejv3w2m888g075kwfw3px.pdf,96.0
PHOR,PhosAgro,2025,2025,newer_than_target,capex,capex,RUB,-67296000000.0,nan,-67296000000.0,Official IFRS,False,False,,best_value,https://cdn.phosagro.com/upload/iblock/92d/j3831nr7hhuejv3w2m888g075kwfw3px.pdf,96.0
PHOR,PhosAgro,2025,2025,newer_than_target,free_cash_flow,free_cash_flow,RUB,25818000000.0,nan,25818000000.0,Official IFRS,False,False,,best_value,https://cdn.phosagro.com/upload/iblock/92d/j3831nr7hhuejv3w2m888g075kwfw3px.pdf,96.0
PHOR,PhosAgro,2025,2025,newer_than_target,dividends_paid,dividends_paid,RUB,46620000000.0,nan,46620000000.0,Official IFRS,False,False,,best_value,https://cdn.phosagro.com/upload/iblock/92d/j3831nr7hhuejv3w2m888g075kwfw3px.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,revenue,revenue,RUB,129041200000.0,129000000000.0,129041200000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,net_income,net_income,RUB,59390700000.0,57700000000.0,59390700000.0,Conflict,True,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,total_assets,total_assets,RUB,13027819100000.0,13028000000000.0,13027819100000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,total_equity,total_equity,RUB,269569200000.0,269100000000.0,269569200000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,total_debt,total_debt,RUB,21574800000.0,nan,21574800000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,cash_and_equivalents,cash_and_equivalents,RUB,691623300000.0,nan,691623300000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,operating_cash_flow,operating_cash_flow,RUB,111148600000.0,nan,111148600000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,capex,capex,RUB,-13567400000.0,nan,-13567400000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,free_cash_flow,free_cash_flow,RUB,97581200000.0,nan,97581200000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
MOEX,Moscow Exchange,2025,2025,newer_than_target,dividends_paid,dividends_paid,RUB,59107300000.0,nan,59107300000.0,Official IFRS,False,False,,best_value,https://fs.moex.com/f/23629/summary-micex-rts-fs-fs-4q2025-eng.pdf,96.0
CHMF,Severstal,2021,2021,stale,revenue,revenue,USD,11638000000.0,nan,11638000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,net_income,net_income,USD,4075000000.0,nan,4075000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,total_assets,total_assets,USD,8668000000.0,nan,8668000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,total_equity,total_equity,USD,4209000000.0,nan,4209000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,total_debt,total_debt,USD,1816000000.0,nan,1816000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,cash_and_equivalents,cash_and_equivalents,USD,418000000.0,nan,418000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,operating_cash_flow,operating_cash_flow,USD,4676000000.0,nan,4676000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,capex,capex,USD,-1068000000.0,nan,-1068000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,free_cash_flow,free_cash_flow,USD,3539000000.0,nan,3539000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2021,2021,stale,dividends_paid,dividends_paid,USD,2912000000.0,nan,2912000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
PLZL,Polyus,2024,2024,current_2024,revenue,revenue,USD,7343000000.0,nan,7343000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,net_income,net_income,USD,3214000000.0,nan,3214000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,total_assets,total_assets,USD,11329000000.0,nan,11329000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,total_equity,total_equity,USD,1249000000.0,nan,1249000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,total_debt,total_debt,USD,8653000000.0,nan,8653000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,cash_and_equivalents,cash_and_equivalents,USD,1577000000.0,nan,1577000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,operating_cash_flow,operating_cash_flow,USD,3414000000.0,nan,3414000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,capex,capex,USD,-1476000000.0,nan,-1476000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,free_cash_flow,free_cash_flow,USD,1938000000.0,nan,1938000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
PLZL,Polyus,2024,2024,current_2024,dividends_paid,dividends_paid,USD,1064000000.0,nan,1064000000.0,Official IFRS,False,False,,best_value,https://polyus.com/en/investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,revenue,revenue,RUB,3043433503000.0,3043433503000.0,3043433503000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,net_income,net_income,RUB,44333844000.0,44333844000.0,44333844000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,total_assets,total_assets,RUB,1563913815000.0,1563913815000.0,1563913815000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,total_equity,total_equity,RUB,181313618000.0,181313618000.0,181313618000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,total_debt,total_debt,RUB,411918003000.0,32475000000.0,411918003000.0,Conflict,True,True,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,cash_and_equivalents,cash_and_equivalents,RUB,159470281000.0,159470281000.0,159470281000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,operating_cash_flow,operating_cash_flow,RUB,194734040000.0,194700000000.0,194734040000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,capex,capex,RUB,-157403830000.0,157400000000.0,-157403830000.0,Conflict,True,True,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,free_cash_flow,free_cash_flow,RUB,37330210000.0,37300000000.0,37330210000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
MGNT,Magnit,2024,2024,current_2024,dividends_paid,dividends_paid,RUB,53009992000.0,nan,53009992000.0,Official IFRS,False,False,,best_value,https://www.magnit.com/en/shareholders-and-investors/results-and-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,revenue,revenue,RUB,235089000000.0,235100000000.0,235089000000.0,Official IFRS,False,False,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,net_income,net_income,RUB,36239000000.0,36200000000.0,36239000000.0,Official IFRS,False,False,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,total_assets,total_assets,RUB,607411000000.0,699500000000.0,607411000000.0,Conflict,True,True,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,total_equity,total_equity,RUB,406714000000.0,305100000000.0,406714000000.0,Conflict,True,True,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,total_debt,total_debt,RUB,200697000000.0,200700000000.0,200697000000.0,Official IFRS,False,False,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,cash_and_equivalents,cash_and_equivalents,RUB,38787000000.0,112300000000.0,38787000000.0,Conflict,True,True,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,operating_cash_flow,operating_cash_flow,RUB,35802000000.0,35800000000.0,35802000000.0,Official IFRS,False,False,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,capex,capex,RUB,-49419000000.0,49400000000.0,-49419000000.0,Conflict,True,True,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,free_cash_flow,free_cash_flow,RUB,-13617000000.0,-30100000000.0,-13617000000.0,Conflict,True,True,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
ALRS,ALROSA,2025,2025,newer_than_target,dividends_paid,dividends_paid,RUB,12000000.0,nan,12000000.0,Official IFRS,False,False,,best_value,https://www.alrosa.ru/en/investors/reporting/financial-reports/,96.0
GMKN,Nornickel,2021,2021,stale,revenue,revenue,USD,17852000000.0,nan,17852000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,net_income,net_income,USD,6974000000.0,nan,6974000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,total_assets,total_assets,USD,23435000000.0,nan,23435000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,total_equity,total_equity,USD,4788000000.0,nan,4788000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,total_debt,total_debt,USD,10226000000.0,nan,10226000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,cash_and_equivalents,cash_and_equivalents,USD,5547000000.0,nan,5547000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,operating_cash_flow,operating_cash_flow,USD,7042000000.0,nan,7042000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,capex,capex,USD,-2683000000.0,nan,-2683000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,free_cash_flow,free_cash_flow,USD,4359000000.0,nan,4359000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
GMKN,Nornickel,2021,2021,stale,dividends_paid,dividends_paid,USD,2198000000.0,nan,2198000000.0,Official IFRS,False,False,,best_value,https://nornickel.com/investors/disclosure/financials/,96.0
NLMK,NLMK,2021,2021,stale,revenue,revenue,USD,16196000000.0,nan,16196000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,net_income,net_income,USD,5054000000.0,nan,5054000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,total_assets,total_assets,USD,12161000000.0,nan,12161000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,total_equity,total_equity,USD,6442000000.0,nan,6442000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,total_debt,total_debt,USD,3466000000.0,nan,3466000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,cash_and_equivalents,cash_and_equivalents,USD,541000000.0,nan,541000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,operating_cash_flow,operating_cash_flow,USD,4516000000.0,nan,4516000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,capex,capex,USD,-1217000000.0,nan,-1217000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,free_cash_flow,free_cash_flow,USD,3299000000.0,nan,3299000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NLMK,NLMK,2021,2021,stale,dividends_paid,dividends_paid,USD,3523000000.0,nan,3523000000.0,Official IFRS,False,False,,best_value,https://nlmk.com/en/ir/results/,96.0
NVTK,NOVATEK,2021,2021,stale,revenue,revenue,RUB,1156724000000.0,1156724000000.0,1156724000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,net_income,net_income,RUB,451621000000.0,451621000000.0,451621000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,total_assets,total_assets,RUB,2457664000000.0,2457664000000.0,2457664000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,total_equity,total_equity,RUB,1911469000000.0,1911469000000.0,1911469000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,total_debt,total_debt,RUB,180043000000.0,180000000000.0,180043000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,cash_and_equivalents,cash_and_equivalents,RUB,45920000000.0,45920000000.0,45920000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,operating_cash_flow,operating_cash_flow,RUB,419466000000.0,419466000000.0,419466000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,capex,capex,RUB,-171620000000.0,171620000000.0,-171620000000.0,Conflict,True,True,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,free_cash_flow,free_cash_flow,RUB,247846000000.0,247846000000.0,247846000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
NVTK,NOVATEK,2021,2021,stale,dividends_paid,dividends_paid,RUB,154332000000.0,nan,154332000000.0,Official IFRS,False,False,,best_value,https://www.novatek.ru/en/investors/results/,96.0
ROSN,Rosneft,2021,2021,stale,revenue,revenue,RUB,8761000000000.0,8761000000000.0,8761000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,net_income,net_income,RUB,1012000000000.0,1012000000000.0,1012000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,total_assets,total_assets,RUB,1502289000000000.0,16457000000000.0,1502289000000000.0,Conflict,True,True,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,total_equity,total_equity,RUB,6489000000000.0,6489000000000.0,6489000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,total_debt,total_debt,RUB,4705000000000.0,596400000000.0,4705000000000.0,Conflict,True,True,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,cash_and_equivalents,cash_and_equivalents,RUB,659000000000.0,659000000000.0,659000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,operating_cash_flow,operating_cash_flow,RUB,1166000000000.0,1166000000000.0,1166000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,capex,capex,RUB,-1049000000000.0,1049000000000.0,-1049000000000.0,Conflict,True,True,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,free_cash_flow,free_cash_flow,RUB,117000000000.0,117000000000.0,117000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
ROSN,Rosneft,2021,2021,stale,dividends_paid,dividends_paid,RUB,278000000000.0,nan,278000000000.0,Official IFRS,False,False,,best_value,https://www.rosneft.com/Investors/Reports_and_presentations/Consolidated_financial_statements/,96.0
FEES,Rosseti,2023,2023,stale,revenue,revenue,RUB,1378679000000.0,1378679000000.0,1378679000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,net_income,net_income,RUB,161321000000.0,161321000000.0,161321000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,total_assets,total_assets,RUB,3290802000000.0,3290802000000.0,3290802000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,total_equity,total_equity,RUB,1851916000000.0,1851916000000.0,1851916000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,total_debt,total_debt,RUB,646549000000.0,646600000000.0,646549000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,cash_and_equivalents,cash_and_equivalents,RUB,166115000000.0,166115000000.0,166115000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
